id,prompt,desired_output,filtered_output
61,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Okay that sounds ok, I can do without the food. I also need two packages of water because it will be very hot out.'. [/INST] ",self-need ,['Non-strategic']
62,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I can give you 2 packages of water.  I think there is plenty of water, so I do not need extra water.🙂'. [/INST] ",no-need ,"['No-Need', 'Non-strategic']"
63,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'What are you going to use your water for?  And thank you.'. [/INST] ",elicit-pref ,['Elicit-Pref']
64,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'In case I do no feel like going to other places to get water.  It would be nice to have extra water.'. [/INST] ",self-need ,"['Small-Talk', 'Self-Need', 'Other-Need']"
65,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I see, and do you have a way to bring the water with you?'. [/INST] ",uv-part ,['Non-strategic']
66,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I'll probably just put the water in one of my bags.'. [/INST] ",non-strategic ,['Non-strategic']
67,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hello, I think that my first deal will be fair 🙂'. [/INST] ",vouch-fair ,['Coordination']
68,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Well that's interesting because I don't even know what is is.'. [/INST] ",small-talk ,"['Small-Talk', 'Non-strategic']"
69,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'We aren't allowed to submit it just yet. So let's chat. What do you value most among the items?'. [/INST] ",elicit-pref ,['Elicit-Pref']
70,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Please don't try to order me around. 😡 I require a majority of water.'. [/INST] ",non-strategic ,['Non-strategic']
71,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Let's be reasonable here. If you are nice to me I'll be nice to you. I'll take the majority of the wood and food if you want most water.'. [/INST] ","vouch-fair,promote-coordination ",['Non-strategic']
72,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Again don't patronize me.  What is your main focus?'. [/INST] ",elicit-pref ,['Non-strategic']
73,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Please grow up. No one is patronizing you. I'm trying to negotiate. Don't be so emotional okay?'. [/INST] ",small-talk ,['Non-strategic']
74,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Grow up. 🙂 This was too easy.  Now please answer the question.'. [/INST] ",small-talk ,"['Small-Talk', 'Non-strategic']"
75,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I just told what I want in exchange for majority of the water. I'll take most of the food and wood. Or else you make out way better than I do.'. [/INST] ","promote-coordination,vouch-fair ",['Non-strategic']
76,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'That is not what I asked.  Is your main focus water?'. [/INST] ",elicit-pref ,['Elicit-Pref']
